1	Nice dip stand: This stand is just like what you see in the photos and video. I am very impressed with the quality. The tubing is thick enough that even if the padding on the handle sections were to wear out, the handles would still be comfortable. Assembling it was a piece of cake. The item was securely packed so that it survived the shipping process in perfect shape. When I perform dips with it, it is completely stable on my carpeted floor.Before acquiring this stand I was doing dips between two tables. This stand is a100% improvement and much more comfortable on my wrists. I'm sure within a few months of regular use I will have a torso just like the model in the video ;)I'm very happy with this purchase.
1	Three Mo' Tenors: Excellent . beautiful job - recording encompasses several different music styles and they're all done with quality. Have recommended this one to several friends.
0	stinks, don't waste your money or your time if its free: I thought this book sounded like a good mystery type story with some added romance. Well, the mystery part wasn't bad based on where this man came from since he lost his memory and what happened to him. But, if you were hoping for some romance, forget it. This was the most disgusting book I've read. The author was so descriptive and coarse that she described the "enormous cock" right down to the shape and veins. There was constant crude language regarding the woman's "pussy" and more. I skipped over pages of crude, vulgar, and nothing more than porn in a book trying to just find out how the mystery played out. I'm glad I didn't pay1 cent for this and am disgusted that I put any time into it. So, I rarely write reviews on books, but this one I felt was my duty to give a fair warning to those of you who like a little romance that this isn't it! The title makes it sound kind of innocent - lol!
0	Lighthouse book: A lot of the information is outdated or just plain incorrect. There were lighthouses that were in the area that weren't in the book. Because it was outdated, some of the lights that were listed weren't visible due to tree coverage, etc. We did like having GPS coordinates, but sometimes they sent us further away from the light than what we could find on our own. It's a somewhat helpful guide, but use it cautiously and do your own research also.
1	Excellent book: If you are an animal lover and/or have an interest in the struggles of vet school buy this book. It's a good read, lots of details, and has some good stories.
0	It Was an R.L. Stine Flop: The Dare is a regular Fear Street horror book. Nothing different than any other. Nothing was unusual, weird, creepy, scarier than any other. It was boring and I wouldn't recommend to anyone. It was surprising.
0	Did RL stine write this?: Normally, I love fear street books, but this one was terrible! It was pointless, you couldn't relate to the character, it didn't make sense, and it was boring. There is no suspense in this book, and the main character is really weird. My advice: Don't buy it.
1	Raw Revolution Hazelnut Cashew: Fabulous! I take one to work with me every day. I feel deprived without my daily bar!
1	DELICIOUS!!!!!: I was more than surprised when I started to eat this meal bar. It is absolutely delicious! It is 280 calories, which I think is high, but it is worth it. Have this coconut and chocolate bar as a dessert you won't feel guilty eating.
0	Another organic bar, but its HALF fat.: This bar has 265 calories and135 from fat. I know, I know, its organic!! Sorry just because its organic and natural doesn't mean that it can be 50% fat and be good for you. If you like the taste fine, but be honest you're eating it for the taste, about the same calories and fat content as a Dove candy bar.
1	Unknown piano treasures by Adolf von Henselt: If he is known at all these days, Henselt is remembered for an Etude (0pus 2, No. 6 "Si oiseau j'etais") beloved of many great pianists in the earlier years of the 20th century and recorded by quite a few of them. Pianophiles will be familiar with his F Minor Piano Concerto, which has received several recordings, by pianists such as Raymond Lewenthal, Michael Ponti and Marc-André Hamelin.Now Hyperion has once again done us a great service by offering up this recording of two sets of Henselt Etudes, Opus 2 and Opus 5. Piers Lane gives extraordinarily beautiful performances of these difficult works. Henselt's piano writing could sound merely notey in less poetic hands, but Piers Lane brings out its dramatic beauties at every turn. The piano sound is, as usual with Hyperion, splendid.Altogether recommended!
1	Perfect for Removing rust.: This product is perfect for removing rust off of any metal surface that might rust over. I would probably hold of on using this on something that you do not want to get dirty (perfectly polished pipes?). Although it removed rust, there are also tiny micro-particles in the fabric that causes micro scratches, but if removing rust is what you need, this is the product you need to have. I used this on an old motorcycle that was left outside for a few seasons and it cleaned all spots up nicely. NOTE: You do need to use some elbow grease if you want to remove some stubborn rust spots.
1	Beautiful Ring!: I purchased this as a follow up to my engagement ring and it was a perfect match! The ring is gorgeous and made me very happy with my purchase.
1	Meeting Mr. Right or Thanks, Mom: ROMANCE AROUND THE CORNER is a clever little book that was given to me as a Christmas gift--by my mother! She read it, enjoyed it, and recommended it so highly that I just had to read it also. WOW!!! The author, Valerie Beck, practically takes your hand and walks you through the steps toward meeting Mr. Right. Anyone can follow this creative plan, including me--an overworked, single physician.Simply by improving my wardrobe and smiling more, I have improved my outlook on life, thanks to Ms Beck. Plus, by following her plan, I am actually dating again! (Perhaps the reviewer "Sally" should do more than read the Table of Contents and eat fewer sour grapes to improve HER outlook.)In conclusion, I give "2 thumbs up" to this cute, pink book and have purchased several for my single girlfriends-just $12.95 for the paperback!
0	Basically a rehash: I found very little new here that has not been written a dozen times beforehand. Although the title could lead a person to believe that this book is about the British and their strategy in the Revolutionary War down South, this is a bunch of battle histories strung together without a lot of analysis of strategy. John Buchanan's THE ROAD TO GUILFORD COURTHOUSE is a bit better than this one, and mcuh cheaper!
0	crappy poster wanna-be: this in not an original poster, it is a copy of one. you can see the fold marks in the picture.
0	Cheaper Toshiba replacement: I bought this product several years ago to replace my wife's original cord for her laptop. The original AC adapter went bad after 3 years considering the abuse it went through in her last year of college. The original equipment from Toshiba cost over $80 at the time and this replacement seemed a viable option at the time of purchase. Sadly, this product did not last for more than 3 months. The outer insulation covering came separated from the housing and both sides and also at the outlet prong. I never returned the product because I needed this as a short-term fix at the time and have bought another laptop since then. The product served its purpose, but my recommendation is if you are planning to use this product do not use it where there is any stress put on the adapter. It will serve its purpose if you are the type of person who leaves your laptop set on you desk. Simply put, I got what I paid for at the time.
1	Who ever said the media got things right?: Someone mentioned that the factbook lists a country as "Serbia and Montenegro" instead of as "Yugoslavia" as a big complaint about possible factual errors. Serbia existed long before the name "Yugoslavia" ever existed to be put on a map; and with the dissolution of Yugoslavia (for whatever reason one chooses to explain it), it has become Serbia once again, irregardless of what CNN uses on their news reports.If we substitute "Wales and Scotland" and "Great Britian" for "Serbia and Montenegro" and "Yugoslavia", those complaints sound rather silly.
1	Quick Action on Missing Items: In the orginal Shipment, the Box arrived but had no silverware. As this was a gift for a wedding (2,000 miles away)which was set in the next few days. Your very fine phone help person was wonderful in getting the replacement silver to the wedding on time.As this was my first experance with your sight, I was at first conserned about getting it corrected. However she made it right and the gift got there in time for the wedding!Great Work!Bob FluckeySan Francisco
1	Finally available: Nightmare Alley: Ideal film noir. Different and fascinating a trip through the midway of pyschic scams, sideshow geeks and a descent to hell due to ambition. Beautiful cinematography, extraordinary performances especially by Tyrone Power and Joan Blondell. Highly recommend to all film goers. It belows on the100 great films.
1	Shakespeare 4008 8' marine11/2 Dia. Extension: Antenna arrived as promised and in great condition. Very happy with product and it's vendor. I have done business with them in the past and would reccommend them to anybody.
1	Love or Loath Her you always find yourself listening: one thing about Madonna then as now She has never been lost with words on People,Places,&things.She has always had something to say on everything&everyone.I applaud Her for being Herself no matter what.interesting quotes through the years from her.
0	Ho Hum: This is one of the few books that I have read that I can honestly say I did not like at all. The characters were uninteresting, and the story was slow and senseless. The plodding pace had me stopping frequently to try and remember what I had just read. Since I read this book in1990, I have made a concerted effort to avoid Lewitt's books.
1	Great book, very useful for teachers!: This is a very practical book full of history and information that is very helpful for classroom teaching. I teach 6th grade and found the diagrams and projects interesting and helpful in building an understanding of the sky.
1	A lovely gardening read...: This book is so beautiful. After I received it I bought a copy for my best gardening buddy. I need to get one more for a couple who are apartment dwellers, but I found it very inspiring and useful and I garden on 3/4 of an acre. It's the best thing visually since "The Art of French Gardening". Thank you Rebecca Cole!
0	bla: This product is suposed to be a very good tool , in theory but unfortunately in rel life is not , the tool will thread fine up to1' but as soon as you go higher than that the bracket that holds the entire machine will break like a toothpick , and the reason is ,the bracket is made of cast iron and cannot hold the stress created by the machine , bottom line CHEAP, CHEAP. I did not know that and i got a second one and payed 200 more , and and up the same way , now i've got two machines witch are useless ( cant be used without the bracket ), and had to buy the rigid one ( another 600$). Now you do the math.
0	sound quality very poor: there are some great songs here - "maintaining my cool" may be my favorite Sonics number, but the sound quality of this dvd is inferior to my old record with the same content. A real disappointment.
1	Fantastic: I really enjoyed this book. I needed a little more closure, but it still gets 5 stars from me.
1	another great: another awesome nickelodeon show. i love the adventures and all the animals that they encounter. such a fun show to watch.
1	Jumanji - Hitting it!: Following Mateo is definitely a down to earth book. My friend Tom definitely put it right about life in the southern villages of Toledo and also as a missionary. I've known Tom for the two years that he spent here in Belize. I loved the book and will definitely read it again.
1	Catch Up: Somehow I missed the Pixies. Maybe it was growing up in the Midwest in the 80s and being subject to classic rock stations galore. In any case, wondering who the band was that influenced so many 90s artists, I had to check them out. For my primer, I bought this greatest hits collection. Usually, it takes a few listens to find my favs in the album. Coming from the place of not knowing which songs were the "popular ones" is always a fun experience. However, I did begin to recognize songs I had heard over the years, either placed in movies/tv or casually on the radio - more so than I expected. Ones that stuck out for me were: Hey!, Gigantic, Gouge Away, Where Is My Mind. Love how this collection starts off with the total Garage Band sound and develops into the more polished (but not over-polished) production sound.
1	And God looked down on the Pixies....: There has been a lot of excitement surrounding The Pixies. They are the most influential band of the1980s. Black Francis invented the slow verse and fast chorus that paved the way for Kurt Cobain and PJ Harvey. Radiohead owe everything to them. They just finished playing Coachella to a packed house. I am glad that I wasn't there because it was mayhem. This is the first great collection of the best of four perfect albums. The Pixies (1987-1992) was this generation's Ulysses. All the hits are here. Hopefully this leads back to the albums. The Pixies deserve to be heard in their entirety. They created album rock and never had a dull moment. Even some of their later projects were great. Kim Deal's voice is great. Black Francis is a great songwriter. The guitar parts are so original. This is a great band. Hopefully more albums are released in the future. There are a lot of live shows out there.
1	Bark Magazine: I absolutely love Bark Magazine! I love the "smiling" pages and the tips every issue. I am a dog lover and have rescued all of my dogs from either death row or from people who were going to put them down. Everyone deserves a chance at living and Bark reinforces that with their articles. This magazine is a MUST HAVE for any dog lover!!
1	great listener!: This item can record as if it was right by the speaker, even though they'll be15 feet away at least. It picks up everything that's around. I'm going back to collage. I don't think it'll miss any part of the lecture.
0	Does not extent to18': There is an error in description. Only extends to 6.5' . Good buy if that's okay.
1	Good Flying Video: I am not one to listen to a guy stand on camera and talk about how great a place is. This video starts a little slow but gets going right away. They have a great deal of flying. Almost all the video is shot from the cockpit. Good thing in my view. The little talking they do is just to show what each spot has to offer and then back to the flying. I really enjoyed this video and it is good to see these places before you go into them. I understand it is not intended to be an instructional video but the quality and quantity of the content is very good.
0	STEAMER: IT MIGHT BE A GOOD PRODUCT BUT I PURCHASED IT TO CLEAN MY GROUT,IT DOES BUT VERY SLOWLY AND WITH THE WATER NEEDED A SHORT WORKING TIME.A TOOTHBRUSH AND SOME HYDROGEN PEROXIDE WILL CLEAN BETTER FOR GROUT.
0	Meh: Flaws:The little attachments are tiny scrub brushes. I tried to use them on grout. The grout shredded them.The "wait" light goes on every 60-90 seconds and you have to sit there and wait. This wouldn't be such a problem if I didn't have a 2 year old, but my time is in short supply.You have to wait for it to heat up before you use and and in between fill ups, you have to wait for it to cool down before you refill and wait for it to heat up again. This means about 30-40 minutes in between fill ups.So loud you need to use ear protection
1	Wagner Steam Cleaner: Great buy. I have steam clean a TON of stuff since I got this. Works really great on the kitchen stove. Used it to clean a greasy, grimey landing that had dirt built up for 20 years. It's pretty amazing. Wish it had a few more attachments, but otherwise, very pleased
1	GREAT STEAMER, Great price: I bought this steamer to clean our new NY apartment. So far I have cleaned all the grout and tiles in the bathroom, and it reaches that awful place behind the toilet :-) We also steam cleaned all the walls in preparation for a new paint job. This is a great steamer with good attachments! You can only steam for an hour at a time but in all honesty, your arms get tired after an hour anyway. I would highly recommend this product to all mom's who are looking for a safer way to clean without harsh chemicals.
1	Cleaning with Steam: I recently purchased the Wagner 9051,500 Watt Steam Cleaner. I could not be happier. Although I have owned a steam cleaner before -- a competitor's product and was fairly satisfied with its performance, there is no comparison between the Wagner and other products. I did a side-by-side comparison of several models that were similar to the Wagner and the Wagner came up higher in almost every category. The Wagner gets extremely hot very quickly, puts out a lot of steam so cleaning does not take as long, and cleans everything from crown molding to floors. I even used the corner brush to steam clean my furniture! Unbelievable how much difference this made to the appearance of the furniture. The Wagner is well priced and is a step above its competitors.Wagner 9051,500-Watt On-Demand Power Steamer and Cleaner
0	Did not perform well: I bought this product to primarily clean the grout in the bathroom. I was also hoping that it would work well for the kitchen floor. I was so disappointed. I had read the previous reviews and thought this sounded like it performed fairly well. Well it didn't. I sent it back. Not only was it loud - I was almost deaf after using it in the bathroom with the noise echoing off of all that tile - but it just didn't do much at all. Maybe it works good for other things?
1	Superclean: I am in love with my new steamer!! The grout in my 50 year old bathroom looks brand new. Can highly recommend. FOr floor cleaning the attachments could be more sturdy but there is no arguing with the results.
0	Not useful for older wallpaper: This product is not useful for removing older wallpaper. Can damage wall board underneath and is less effective than liquid wallpaper remover. Perhaps it would work well for the removal of more modern wallpapers, but if you have multiple layers of wallpaper in an older house I would recommend the liquid wallpaper remover instead.
0	Power Steamer: In reviewing the comments on how much you can do with this product I must say I am a little disappointed. I thought I could use it to steam clean my outdoor BBQ grill. It did not do anything to the outside. I even sprayed it first with a cleaner. I also tried to clean the grills. I had to spray Oven Cleaner on the grill first & had to use one of the brushes to get it somewhat clean. I have no intention to remove wallpaper but did use it to clean the ceramic tile flooring in the kitchen. Decent job.Too much money for the job it did.
1	Good Steam Cleaner: Purchased this product to clean original cermanic tile in my 55 year old home. I used it on the kitchen counter, floor and bathroom tile on the wall and counter. I am pleased with the performance of the machine. The little brushes included with the package work well on the grout. This machine gets surfaces clean and does not require chemicals to do it.
1	An effective wet steamer: I bought this steamer on the recommendation of my pest control officer as we are currently dealing with bedbugs. I have used it to steam my furniture and carpet to kill the bugs and as far as I can tell it's been very effective. I can't comment, therefore, on the uses it's intended for, like wall paper stripping. It's very easy to use and has lots of useful attachments. My only gripe would be that it does spit water, but under most circumstances I'm sure that wouldn't affect what you're doing. All in all very pleased.
0	not worth buying: I can make this very short the power steamer worked great untill all the plastic parts broke. When the handle broke it was the end of the line the unit was set out for the garbage.
0	Not very impressed: There was nothing special about this machine. I can do the same amount of work as this machine does with a rag and soapy water. It isn't totally useless I suppose...but not worth spending the money. I was expecting something great.
1	Cyberchase shows: In the past I have not missed a single Cyberchase show, now it's going to be a book!!! I'm really excited.
0	integrity, honesty: I received the game in a short amount of time, the game does not work in my new console..I wrote the company I purchased it from, they were very understanding, returned my payment and told me to keep the game and try in someone else's console..I will purchase from them again, as they did not even question my integrity, nor my honesty which makes them top in my world.
0	Legal Action for a defective product?: Hello, I've had the same problem with this tv. The blue blotches and the yellow discoloration. My warranty did expire though Zenith did say they would cover the 2500 dollar part. That's nice and all, but I assume they are using the same parts that these tvs were initially built with. I expect it will work for about another year or so until I'm faced with having to shell out all that money to have it fixed again. I'm wondering if any legal action can be taken against Zenith/LG for manufacturing and selling a defective product? Perhaps it falls under some kind of product liability law? I Just want my money back and I'll be satisfied!!!
0	Very Interesting Person/Very Amateur Documentary: This doc only whetted my appetite to learn more about the life of Chrysis. It teased me and then did not get the job done! What a loss. Maybe someone else will make a decent documentary about Chrysis.
0	A BIG MISTAKE: WHAT A MISTAKE BUYING THIS SAW I DID NOT BUY IT FOR EVERYDAY USE ONLY CAUSUAL VERY VERY HARD TO START EVEN AFTER RETURNING IT FOR REPAIR THE FRAME BROKE ON THE BOTTOM ALSO LEAKS OIL A REAL JUNKER ***** DO NOT BUY THIS SAW
0	MBT: My first B9180 lasted about two weeks before sending a message saying "Service Stall". It never recovered and was replaced under warranty. My second B9180 lasted almost a month before sending the same message. It too was replaced under warranty. My 3rd B9180 lasted one year and 5 days. It then began spitting yellow ink all over photos and the inside of the printer. It was out of warranty and will cost me about $300 for an exchange through HP.When the printer actually works, it does a great job on prints ranging in size from 4 x 6 to13 x19. But I've got to think that my run of bad luck with these printers is more than just coincidence. I'd look elsewhere for a photo printer.
0	Just Stopped Working after One Month of Light Use: I've owned this printer for less than two months. Just last week, it stopped working. After a few minutes with tech support, I was told I have "defective firmware" and that I can exchange it for a new one. Here's what it does: When I print something, it stops in the middle of the first piece of paper, and tells me I'm out of paper. Nothing prints, I'm actually not out of paper, the thing is just totally screwed up. Another thing, when I first bought it and set it up, before I had a chance to print one thing on it, it ran out of black matte ink. It wouldn't let me set it up on the network cause it wouldn't let me past the "out of black matte ink" message on the screen. My local stores do not carry this kind of speciality ink, so I had to wait until my ink arrived in the mail and the network person had to come back to my house to finish setting up the network.
0	Dissatisfied: Owning and using this printer has been a very frustrating experience. I've been using hp inks and paper, and printing from Adobe photoshop and Lightroom, and no matter what I do the prints look muddy. This printer is an energy hog - you have to leave it on all the time because if you turn it off it demands 3 full size sheets of glossy paper so that it can realign its printheads - wasting ink and paper! Lately I have been using it to print a logo and return address on stacks of postcards from Mircosoft Publisher, and it keeps telling me I have the wrong size paper (even when I *just* set the printing preferences). It also keeps telling me the carriage is jammed but most of the time the carriage will move just fine if I press the OK button - except that it spits out a half-printed card. What a waste!! It was expensive, takes up a lot of space, and not once has it turned out anything I've been really happy with. I would give it zero stars if I could.
0	Don't buy this printer!: My B9180 worked properly for a total of about one month before developing major problems, which frustratingly come and go without reason. These problems have included banding, extreme color errors, paper loading errors, stalling. Even when working this printer is painfully slow as it always seems to hold you up with some kind of 'routine maintenance' like head cleaning that make you wait10 minutes before you can print - making it unsuitable for anybody with deadlines.Bottom line: this printer has good specs and looks great on paper, but doesn't back that up with any acceptable amount of quality or durability.
0	DONT BUY THIS!!!: The worst printer I've every had, by far. Painfully slow. Jams constantly. Very noisy. Every time you bring your PC out of sleep mode, it pops up an annoying Status window indicating the printer is online, also pops this up randomly at times. I will go back to Epson next time.
0	Appalling wheel marks on glossy paper... not a pro machine.: HP must be some very powerful company. I've read lots of positive reviews on this printer, so i went a purchased one.But i quickly found out that it marks lines on glossy paper (both HP and Tetenal)This is unacceptable for a pro range model. IF you don't use the printer daily, the ink cartridges will be emptied via some "servicing", ie., to keep the jets unplugged, the machine keeps gushing the ink out every so often... you return home after a few days to find your cartridges near empty.Then after a year, i keep having to reset, restart, keep finger crossed etc...A nightmare !!I do not recommend HP B9180, and i won't buy HP again, ever again !
1	very well made bag. But it's too big.: I bought this bag for a Gitzo 3541 tripod. Although not the largest of tripods, it is of moderate size. The only thing larger in Gitzo are Series four or five tripods, which have a wider top portion. Even under those circumstances, I find the space a bit too generous. Extra space means extra bulk when carrying and the internal slop negates some of the protection that is afforded by the bag. I'm in the process of ordering something that fits my tripod better. I'm going to use this case for compact light-stands, which it seems well suited for. I can fit three Cowboy studio light-stands that fold up on themselves, quite easily. Like I said, it's a well-made case, just not for most tripods. And for the minority of people out there that carry series four or five tripods (or equivalent), I would assume, they have the budget to spend on something more tailor made.
0	Problems: I agree with Peter Williams. It was great to finally see some episodes of this long-forgotten series come out on DVD. BUT...the quality is apalling!! Discs 2 and 3 are full of pixelation problems...and the episode THE BLOWUP (on disc 2) jams...then jumps 6 minutes ahead. The result...a 48 minute episode plays for about 42 minutes...missing a few vital scenes in the middle of the episode. More care in mastering (or manufacturing) is required from Timeless Media before I'll be buying any more of their DVDs.
1	Love it!: Clear, crisp images, used in bright sunlight it makes the color saturation and contrast so much more visible. Can't live without this one in sunny Florida, especially when waterside compositions are being photographed. Reduces glare, restores back lighting to a natural color.
0	rather poor quality: It worked well for about 6 months until the top element died. Light use-a slice of toast maybe twice a day, and an occasional melted sandwich.definitely not worth the price.
0	Disappointed: The Rotisserie was nice, made some nice juicy chicken.I enjoyed this product for the few months it actually worked.Their customer service department is simply a JOKE. Rude and helpless a total waste of my and their time...would NOT buy this brand again.
0	finally trashed: this dvd player is the worst. I bought it at a bargain price, but what a mistake!the dvd drawer opens REALLY slow!some DVD's don't work, althought hey work just fine with my other DVD player.it takes a long time for the dvd player to actually start playing the disc.I'll give it 2 stars because it was cheap and it's nice to look at. I gave it to my friend and he already gave it to charity.a real P.O.S.I'm happy with my new Sony1 disc player. it's fast and plays all of my dvd's.
0	The toy broke within a few weeks: The toy did seem pretty neat - until it broke a couple of weeks later :-(..No sounds anymore..Also the on/off switch was impossible for my1 year old to find (frankly it was hard for me too - it's very hidden)/.
0	Obvious Bias, Lack of Qualification: There are numerous reports that can debunk most, if not all, of the ideas presented in this book. A far better (free) report on this type of thing is "The Lanning Report", by Kenneth Lanning, an FBI Agent who used to work specifically with ritual abuse cases. Google for it & check it out; I promise you'll be glad that you didn't waste your money on this piece of junk.
0	author has an agenda: some of the research is credible, but the conclusions in most cases don't follow the research. for example, the state department is consistenly blamed for actions undertaken by the defense department. why? also, many of america's arrangements with other governments are not examined in the context of the cost-benefit analysis as a whole; they are only presented in isolation which would make many arrangements puzzling and suspicious. given that, the question here is why did the author selectively choose which foreign countries to isolate?ultimately, the real question raised by this book is what were the author's motivations in praising the defense department and attacking the state department?if the reader is looking for a more insightful and balanced view of the relationship between the 2 organizations, i would recommend "Kissinger" by walter isaacson.
0	Not really a book, not really about Cap Anson: Cap Anson 2 is actually about another19th century baseball star, Mike "King" Kelly ! It has no narrative flow at all, it's just a massive collection of newspaper snippets about Mike Kelly. For a real book about the great, flamboyant player, I suggest you read the original bio of Kelly, from Scarecrow Press' Sports History series. It's by Marty Appel, a real author.
0	Boo: After a few months of having the TV we noticed dark gray spots when it was a dark part. Luckily it was still under warrenty and Zenith came out and fixed it right away. Then just recently we got a blue spot in the bottom corner that grew across the bottom. We're still able to watch tv (for now) but not for long it sounds like. We got online and looked up the issue only to find out this is almost a guarenteed problem with this model of Zenith and cost more to fix than buying a new TV. We seem to be lucky having it last ALMOST 4 years, some people's didn't even last 2.
0	Repaired Twice!!!!: Mine did the same as all of the others, blue screen the works, less then a year after purchase. Under warranty the entire contents of the light engine have to be replaced. Now a year and a half later the exact same issue. I did purchase extended warranty so I didn't have to pay for the repair. So, here is the deal guys. If you buy this TV which by the way when working properly does have a nice picture better buy it form some place that offers an extended warranty like for 4 yrs and that includes a lemon policy. That way you end up with a new TV after they have fixed it 3 times....BECAUSE they will. I want a different too what a piece of junk. The thing is it was just released before the technology was ready. So lets admit it and make it right!!! I'll at least respect you that way.
0	Class Action Suit?: My boyfriend bought this TV the first year it came out--he paid almost $6,000 for it!!! It's now almost four years old. We've have the same green/yellow tinge with loads of blue throughout. Quoted over $1,000 for the repair. The local repair people didn't even have to come look at it to know what the diagnosis was. This product is a lemon and the manufacturer keeps rolling out the product year after year. The manufacturers are criminals. If I had the money and time, I'd sue them.
1	Worked Great!: Great Product! the quality is great nice Glass construction. Will buy more products from them in the future.
1	Early 70s pop that has aged remarkably well: I recently picked this up on a whim. I'm 49 years old and had never purchased a Carpenters record. I saw it at a used record store and thought, "Isn't it about time?" Now, I've always had mixed feelings about the Carpenters, and I wasn't sure I'd be able to make it all the way through this. Well, not only did I listen to it straight through, I left it in the CD player for several days and several more listens. Yes, the songs tend to be saccharine, and the production is technically flawless to the point of sterility, but it's never corny. It is what it is, and it's totally sincere. The instrumental performances, largely multi-tracked by Karen and Richard, are breathtaking, and Karen was simply one of the greatest singers of all time. Isn't it about time you gave the Carpenters another listen?
1	The Secret Knowledge of Grown-Ups: Do you know why squash is named "squash"? Why you shouldn't jump on the bed? Why you should eat your vegetables? This book offers a humorous look at the answers to these questions.In this nonsensical look at these answers, parents and children alike will laugh and enjoy it over and over again. Illustrations capture attention in a comical manner. The print is large and easy to read. As teachers, we recommend this to all ages--and teachers, too, who could use this as a springboard to creative writing.
